,case_id3,cancer_type,cell_type,Diagnosis_TCGA_HCMI_Code,CCLE_Disease,umap1,umap2
TCGA-85-8276-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.908807311,0.520469118
TCGA-CJ-4887-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.241874662,-6.792399
TCGA-MP-A4T9-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.337850008,-2.923518967
TCGA-LN-A49O-01,,Esophageal Cancer,TCGA Tumor,ESCA,Esophageal Cancer,-6.782969508,0.787658383
TCGA-BH-A18I-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.704323735,-1.626506757
TCGA-NC-A5HT-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.339454684,0.842343379
TCGA-AO-A0JC-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,-8.544839415,6.934036184
TCGA-XR-A8TD-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,0.81957024,4.264616896
TCGA-CR-7365-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.653121981,0.535699923
TCGA-ER-A2NG-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.926051583,3.539942194
TCGA-DE-A69K-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.43788859,-0.108690079
TCGA-G4-6306-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-5.806681666,-3.574344229
TCGA-D8-A140-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.647575345,-1.654794406
TCGA-CG-5719-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-2.905835423,-2.329149317
TCGA-A2-A04T-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,0.935508456,-1.542201589
TCGA-ZF-AA51-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.62070373,0.111416698
TCGA-CJ-5676-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.193761792,-5.342976641
TCGA-DJ-A3UU-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.27026125,0.008100648
TCGA-56-8625-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.803565058,1.722319056
TCGA-60-2703-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.316496882,0.837293316
TCGA-DD-A3A7-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,0.397144584,3.547035624
TCGA-CI-6621-01,,Colorectal Cancer,TCGA Tumor,READ,Colon/Colorectal Cancer,-6.098685298,-3.679280828
TCGA-NC-A5HH-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.132822547,0.801266481
TCGA-B0-4710-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.346037832,-6.664844583
TCGA-BA-5555-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.341795478,1.5967726
TCGA-VQ-A91U-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-4.774848494,-3.601604055
TCGA-BP-4338-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.092069593,-5.450474333
TCGA-E9-A1RH-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.099180188,-0.931304048
TCGA-BH-A0H6-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.741609063,-1.635307859
TCGA-CN-4734-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.849597487,0.615854431
TCGA-97-A4M5-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-1.203815255,-2.266338657
TARGET-50-PAJNVX-01,,Kidney Cancer,TCGA Tumor,WT,Kidney Cancer,-3.954433951,6.759649683
TCGA-BP-4176-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.181218591,-5.655665468
TCGA-AG-3731-01,,Colorectal Cancer,TCGA Tumor,READ,Colon/Colorectal Cancer,-6.175462756,-3.753557752
TCGA-B0-4817-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.055185285,-5.635360311
TCGA-W5-AA2W-01,,Bile Duct Cancer,TCGA Tumor,CHOL,Bile Duct Cancer,-0.11650655,3.019326616
TCGA-GM-A2DH-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.941025701,-1.366336297
TCGA-CN-5356-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.413221392,0.966166187
TCGA-60-2722-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.324375663,2.420387913
TCGA-61-2095-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.656206932,8.136463572
TCGA-BH-A1ES-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.451065984,-1.62891848
TCGA-EM-A2CP-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.46540305,0.879217673
TCGA-BA-6869-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.398687396,1.488527585
TARGET-50-PAKNTW-01,,Kidney Cancer,TCGA Tumor,WT,Kidney Cancer,-4.553662333,7.684623171
TCGA-LN-A49X-01,,Esophageal Cancer,TCGA Tumor,ESCA,Esophageal Cancer,-5.767350707,0.592161347
TCGA-A3-3347-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.117396798,-5.384657453
TARGET-50-PAKYLT-01,,Kidney Cancer,TCGA Tumor,WT,Kidney Cancer,-3.953430686,6.747993399
TCGA-44-6147-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,3.307725158,-1.241894435
TARGET-50-PAJMVC-01,,Kidney Cancer,TCGA Tumor,WT,Kidney Cancer,-4.072124514,6.913377215
TCGA-BA-A6DG-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.523985419,0.379074116
TCGA-EY-A54A-01,,Endometrial/Uterine Cancer,TCGA Tumor,UCEC,Endometrial/Uterine Cancer,1.351593223,6.631542612
TCGA-13-1403-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.593919602,8.071893145
TCGA-DJ-A3VB-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,10.97997042,-0.208502363
TCGA-OL-A5RW-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,1.024848964,-1.534664105
TCGA-36-1578-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.717801895,8.487986971
TCGA-FX-A3NJ-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,2.001342263,1.550491024
TCGA-BH-A18M-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,3.96132895,-1.781710934
TCGA-BP-4976-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.161548104,-6.65688331
TCGA-E2-A14R-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,0.902120378,-1.569086384
TCGA-EB-A42Z-01,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.384267774,3.503953625
TCGA-MN-A4N4-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.311510536,-2.82670338
TCGA-A8-A09M-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.45104691,-1.68891282
TCGA-EM-A2CT-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.46061751,0.889728833
TCGA-ER-A19W-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.693632093,3.642563988
TCGA-DJ-A3UQ-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,10.96101233,-0.283617388
TCGA-EO-A3L0-01,,Endometrial/Uterine Cancer,TCGA Tumor,UCEC,Endometrial/Uterine Cancer,1.518801775,6.457028319
TCGA-D3-A8GB-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.922221151,3.662959982
TCGA-EM-A3AI-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.5761151,0.863506545
TCGA-E9-A229-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.642798391,-1.660217356
TCGA-B0-4714-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.243363824,-6.813750814
TCGA-AJ-A3NH-01,,Endometrial/Uterine Cancer,TCGA Tumor,UCEC,Endometrial/Uterine Cancer,1.452090111,6.59729283
TCGA-CG-5732-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-3.786986384,-3.660394501
TCGA-BB-A5HU-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.512284789,0.591849674
TCGA-CZ-5461-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.262268987,-5.853796076
TCGA-33-4582-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.267212901,2.274272371
TCGA-A1-A0SN-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.562127557,-1.673098635
TCGA-CV-7434-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.792674098,0.684425284
TCGA-GV-A3QH-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.639485869,-0.5025555
TCGA-E7-A7PW-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.591500792,-0.493075322
TCGA-DX-A3U5-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.201745835,1.306659509
TCGA-DJ-A3VA-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.01482436,-0.501796912
TCGA-28-2514-01,,Glioblastoma,TCGA Tumor,GBM,Brain Cancer,1.438507047,-9.801325392
TCGA-EB-A51B-01,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.700715986,3.584151198
TCGA-06-5859-01,,Glioblastoma,TCGA Tumor,GBM,Brain Cancer,1.285936322,-9.968393873
TCGA-CJ-4870-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.356946912,-6.23693664
TCGA-97-A4M3-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.930348429,-2.437345575
TCGA-EE-A2MK-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.110416379,3.337102581
TCGA-86-7714-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.194013569,-3.074390005
TCGA-G3-A25T-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,0.22106595,3.399100233
TCGA-BT-A20J-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-5.868605647,0.922349502
TCGA-49-4487-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.204005394,-2.678376268
TCGA-61-1743-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.57564589,8.248058726
TCGA-IQ-7632-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.645609889,0.556298364
TCGA-78-7147-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.301829729,-2.98650391
TCGA-EL-A3D6-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,10.96211955,-0.30763809
TCGA-78-7542-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-3.207143578,-2.570924829
TARGET-50-PAEAFB-01,,Kidney Cancer,TCGA Tumor,WT,Kidney Cancer,-4.619959388,7.755152632
TCGA-13-0923-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.755265918,8.471576143
TCGA-85-8666-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.513609443,1.724847246
TCGA-95-A4VK-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-1.209368143,-2.270466398
TCGA-3B-A9HS-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.15791085,1.248067666
TCGA-35-3615-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.860450659,-2.635383438
TCGA-2Y-A9GY-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,0.268009466,3.451553036
TCGA-HD-8635-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.604505572,0.492254336
TCGA-CR-7399-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-5.301083598,2.209689547
TCGA-13-1407-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.242605951,7.70221274
TCGA-DM-A288-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-5.855625186,-3.627239059
TCGA-55-7994-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.126548621,-3.124213528
TCGA-BB-7871-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-5.317154918,2.146715332
TCGA-09-1674-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.335379806,7.645456721
TCGA-LN-A5U7-01,,Esophageal Cancer,TCGA Tumor,ESCA,Esophageal Cancer,-5.311964545,2.410986353
TCGA-CZ-4864-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.200888124,-6.836244654
TCGA-DE-A4MA-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.07515856,-0.407952379
TCGA-D3-A8GI-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,6.044540372,3.480826069
TCGA-CV-7103-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-5.749383006,1.830902983
TCGA-CN-4741-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.754451785,0.741594781
TCGA-VQ-A8PK-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-3.726026091,-3.338684868
TCGA-BH-A0DD-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.155520406,-1.42857952
TCGA-AR-A2LM-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.374469009,-1.480920385
TCGA-E2-A10C-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.636762586,-1.386855792
TCGA-VQ-AA6G-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-3.807775531,-3.371141743
TCGA-WK-A8XT-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,0.14047226,0.862547506
TCGA-13-1509-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.962564316,8.112389017
TCGA-E8-A417-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,10.98548838,-0.462652694
TCGA-D9-A148-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,6.076839414,3.697815825
TARGET-50-PAJNCC-01,,Kidney Cancer,TCGA Tumor,WT,Kidney Cancer,-4.571915183,7.70498984
TCGA-49-6742-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-1.26539484,-2.220451902
TCGA-66-2789-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.328901801,1.195533682
TCGA-GD-A2C5-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.614834342,0.057436447
TCGA-BP-4164-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.312852826,-6.805280756
TCGA-A5-A2K3-01,,Endometrial/Uterine Cancer,TCGA Tumor,UCEC,Endometrial/Uterine Cancer,0.954089251,6.591130663
TCGA-MP-A4T6-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.287430975,-2.968195032
TCGA-AR-A0TW-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.661217656,-1.745428156
TCGA-LN-A49K-01,,Esophageal Cancer,TCGA Tumor,ESCA,Esophageal Cancer,-5.967062983,2.406223704
TCGA-EW-A1J1-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.643049684,-1.626166176
TCGA-BH-A0H9-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.645983663,-1.744292926
TCGA-28-2509-01,,Glioblastoma,TCGA Tumor,GBM,Brain Cancer,1.326682832,-9.068162512
TCGA-T2-A6WZ-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.269536052,0.722727824
TCGA-MP-A4TA-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-1.220572982,-2.230869602
TCGA-13-0799-01,,Ovarian Cancer,TCGA Tumor,OV,Ovarian Cancer,1.769285526,8.579257418
TCGA-RC-A7SH-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,0.378597161,3.514327217
TCGA-BH-A0W5-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.953691449,-1.584083747
TCGA-YR-A95A-01,,Bile Duct Cancer,TCGA Tumor,CHOL,Bile Duct Cancer,0.214909207,3.412986447
TCGA-AQ-A0Y5-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,3.437253204,-1.283838104
TCGA-EE-A2MJ-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.965577092,3.630037476
TCGA-CV-A6JU-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-5.986391101,0.995920349
TCGA-14-1825-01,,Glioblastoma,TCGA Tumor,GBM,Brain Cancer,1.580284801,-9.16876943
TCGA-KL-8326-01,,Kidney Cancer,TCGA Tumor,KICH,Kidney Cancer,-3.522600922,5.078156878
TCGA-MB-A5Y8-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.256908205,1.206084539
TCGA-KO-8406-01,,Kidney Cancer,TCGA Tumor,KICH,Kidney Cancer,-3.564037118,5.106357504
TCGA-BP-4964-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.262902703,-6.749952387
TCGA-BH-A0HY-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.683186021,-1.056828927
TCGA-YY-A8LH-01,,Pancreatic Cancer,TCGA Tumor,PAAD,Pancreatic Cancer,-3.368986878,-3.002523731
TCGA-VQ-A8P8-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-3.938463721,-3.69097526
TCGA-66-2793-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.215693507,1.768201638
TCGA-68-7757-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.598917994,1.149287869
TCGA-38-A44F-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-3.257802043,-2.714936804
TCGA-T3-A92M-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-5.771192584,0.988956739
TCGA-EM-A2P2-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.64218756,0.563030411
TARGET-50-PAJNAV-01,,Kidney Cancer,TCGA Tumor,WT,Kidney Cancer,0.632503685,0.667589356
TCGA-55-8091-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.393607352,-2.722852062
TCGA-CV-7178-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.429410014,0.691618253
TCGA-92-8065-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-6.34045938,1.558077027
TCGA-60-2726-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.614021334,1.839371015
TCGA-3E-AAAY-01,,Pancreatic Cancer,TCGA Tumor,PAAD,Pancreatic Cancer,-2.886805329,-2.520139288
TCGA-DD-A1EJ-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,0.388341937,3.537334133
TCGA-BT-A3PK-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-6.003009352,1.050626148
TCGA-FY-A3I4-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.56036707,0.092548542
TCGA-LN-A49P-01,,Esophageal Cancer,TCGA Tumor,ESCA,Esophageal Cancer,-5.892462764,2.480535198
TCGA-86-8073-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.109636936,-2.866671871
TCGA-D8-A1XW-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,0.89205065,-1.527198504
TCGA-DX-A2J0-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.288905111,1.683673669
TCGA-AN-A0FL-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,0.931602683,-1.496110867
TCGA-E8-A418-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,10.97684046,-0.497600745
TCGA-91-6828-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.673425827,-2.353773187
TCGA-2Y-A9H5-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,0.508046445,3.648813893
TCGA-BR-8060-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-1.279270921,-0.748895418
TCGA-LL-A5YP-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,1.033764806,-1.510635208
TCGA-DX-A6B7-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.973867264,1.51046877
TCGA-K4-A54R-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-3.696233783,-0.047465857
TCGA-K4-A5RI-01,,Bladder Cancer,TCGA Tumor,BLCA,Bladder Cancer,-5.204849753,1.445470263
TCGA-D3-A2JA-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,4.957929578,3.353921343
TCGA-AC-A2BK-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,-0.387259338,-2.284416746
TCGA-MK-A4N9-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.33895728,-0.168526258
TCGA-AJ-A6NU-01,,Endometrial/Uterine Cancer,TCGA Tumor,UCEC,Endometrial/Uterine Cancer,-2.714624676,-2.702311109
TCGA-39-5021-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.337911639,2.385563065
TCGA-CN-6010-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-5.510477576,2.16571467
TCGA-34-5929-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.103219542,1.372617294
TCGA-AC-A7VB-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.6450071,-1.677914809
TCGA-44-A47B-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.150632355,-3.054210733
TCGA-CN-A642-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-5.417962584,0.931513597
TCGA-BP-4355-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.253048387,-5.990580629
TCGA-BP-5173-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.241180864,-6.825632643
TCGA-EE-A2GC-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.924921479,3.506659437
TCGA-52-7809-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.287223372,0.752965797
TCGA-WE-A8ZQ-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.090459314,3.478951622
TCGA-GF-A769-01,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.478877988,3.426274944
TCGA-5C-A9VH-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,0.51807924,3.644205023
TCGA-WP-A9GB-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.964373913,1.574601222
TCGA-AJ-A3I9-01,,Endometrial/Uterine Cancer,TCGA Tumor,UCEC,Endometrial/Uterine Cancer,1.424953189,6.567397524
TCGA-E2-A1IG-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,3.774792638,-1.610071253
TCGA-DM-A1HB-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-4.99988893,-3.736628364
TCGA-BR-A4PF-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-4.893718276,-3.656643938
TCGA-2Y-A9HB-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,1.20960119,4.003855635
TCGA-AN-A0XR-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,5.013524499,-1.254491519
TCGA-B4-5832-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,5.292306867,2.455620218
TCGA-BP-5183-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.211556401,-6.789634298
TCGA-DX-A6B8-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.275517431,1.232561995
TCGA-DJ-A1QQ-01,,Thyroid Cancer,TCGA Tumor,THCA,Thyroid Cancer,11.28845164,-0.240481536
TCGA-CG-4469-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-4.159161124,-3.606077026
TCGA-EP-A3RK-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,1.283895459,3.872980524
TCGA-AO-A0J2-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.111216274,-0.889088224
TCGA-35-5375-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.551778052,-1.443129252
TCGA-97-A4M7-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.386375758,-2.782830547
TCGA-6A-AB49-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.206039462,0.834137369
TCGA-F7-7848-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.230145964,2.002429892
TCGA-BH-A1FE-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.088591781,-1.762861322
TCGA-CN-4728-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-5.960133586,0.95710193
TCGA-37-3783-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.637757811,0.721544434
TCGA-AC-A2FB-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.395547118,-1.532111715
TCGA-AK-3436-01,,Kidney Cancer,TCGA Tumor,KIRC,Kidney Cancer,6.162034955,-5.606470655
TCGA-C8-A12L-01,,Breast Cancer,TCGA Tumor,BRCA,Breast Cancer,4.022932496,-0.864802014
TCGA-66-2768-01,,Lung Cancer,TCGA Tumor,LUSC,Lung Cancer,-5.685933146,1.252062012
TCGA-2H-A9GH-01,,Esophageal Cancer,TCGA Tumor,ESCA,Esophageal Cancer,-3.866131339,-3.647310089
TCGA-FP-7735-01,,Gastric Cancer,TCGA Tumor,STAD,Gastric Cancer,-3.065238509,-2.527650665
TCGA-WK-A8XY-01,,Sarcoma,TCGA Tumor,SARC,Sarcoma,1.986990657,1.584739853
TCGA-78-7539-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.327301595,-3.025826763
TCGA-D6-A6EQ-01,,Head and Neck Cancer,TCGA Tumor,HNSC,Head and Neck Cancer,-6.390100989,0.387260456
TCGA-J2-8192-01,,Lung Cancer,TCGA Tumor,LUAD,Lung Cancer,-0.309572074,-2.829164337
TCGA-DD-A39Y-01,,Liver Cancer,TCGA Tumor,LIHC,Liver Cancer,0.380648261,3.533654381
TCGA-CM-6170-01,,Colorectal Cancer,TCGA Tumor,COAD,Colon/Colorectal Cancer,-6.067529712,-3.704469513
TCGA-GF-A2C7-01,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,-6.466788325,-0.030608821
TCGA-EE-A2ML-06,,Skin Cancer,TCGA Tumor,SKCM,Skin Cancer,5.823386636,3.615935255
